Location,CowTagID,Low_Tide_Mean_Salinity,Low_Tide_Mean_Temperature,Low_Tide_Mean_TA,Low_Tide_Mean_pH,Low_Tide_Mean_Phosphate_umolL,Low_Tide_Mean_Silicate_umolL,Low_Tide_Mean_NN_umolL,Low_Tide_Mean_NNP_umolL,Low_Tide_Mean_Ammonia_umolL,Mean_Salinity,Mean_Temperature,Mean_TA,Mean_pH,Mean_Phosphate_umolL,Mean_Silicate_umolL,Mean_NN_umolL,Mean_NNP_umolL,Mean_Ammonia_umolL,CV_Salinity,CV_Temperature,CV_TA,CV_pH,CV_Phosphate_umolL,CV_Silicate_umolL,CV_NN_umolL,CV_Ammonia_umolL
Varari,V1,36.43,28.2875,2355.5664505,7.9835449799895315,0.1987122365,3.41604719775,0.69447906475,3.490649863067324,0.61039598625,36.5625,28.7825,2349.9651295,7.954676503475633,0.165382252,2.19441359475,0.4366859695,2.5565865363112015,0.5076636655,0.004132087502150571,0.01435976065868677,0.005260125528165121,0.0069979613758071975,0.11526763734033306,0.8344845362563399,0.5876430605248364,0.5695909849011092
Varari,V10,36.45,28.3675,2342.498401,8.014312690105005,0.18176250425,1.81897920325,0.4009730665,2.0387730761037113,0.2965168885,36.59,29.07,2342.7591525,7.982425211481341,0.143884336,1.07563415825,0.12715325425000001,0.872518649796747,0.2400080075,6.694424003233335e-4,0.01168915944260949,0.004543272013292672,0.005995534300766949,0.06362281848786917,0.10806143190727223,0.38968896828445554,0.3668340374683701
Varari,V11,36.4025,28.25,2346.734425,8.005932668303513,0.189106369,3.22989863675,0.64059296125,3.3087303291742973,0.33616281325,36.542500000000004,28.814999999999998,2345.01406875,7.981275746151393,0.15512636575,1.5618229945,0.31237265599999997,1.9787395890749626,0.19729891375,0.0032020632265569184,0.012780992901723813,0.012362114774365506,0.00592711477201897,0.1185467775445808,0.7006176301404184,0.6322755272779434,0.4478083834642356
Varari,V12,36.415,28.314999999999998,2341.67476775,8.009128364823695,0.177267015,1.951961358,0.43589203875,2.2895828679989,0.3598750535,36.5775,28.865,2336.702701,7.986819395236072,0.14585662175,0.96341011075,0.162079054,1.1126162333921812,0.19540873225,0.0015201355403014212,0.013187504805594498,0.006515383239228372,0.005890346177086344,0.09252381843620781,0.07980300662149031,0.4082288840290883,0.24996545154671165
Varari,V13,36.505,28.3725,2340.17320225,8.005467802633198,0.18888561225,1.3930262684999999,0.44368746575,2.3061557820903644,0.700546306,36.5325,28.975,2334.6996627500002,7.974779431238349,0.15119339575000001,1.2980921575,0.23977205825,1.5964208231543358,0.5913716904999999,0.0028567206741856614,0.01345692909566586,0.005462850034908242,0.00616655591222137,0.08518553415083574,0.08289427928213756,0.4057655749085169,1.2439674093837934
Varari,V14,36.4025,28.275,2345.1137547499998,8.012015349151834,0.18928006925000002,3.1131265185,0.37355431975,1.8889918344027603,0.3846371875,36.5125,28.915,2333.84,7.971830465974693,0.1533397065,2.9075597755,0.20405761175,1.330532012022582,0.24225822325000002,0.0011484419149067023,0.014238415251764718,0.006278748078681895,0.006463368975985726,0.055611899553772694,0.20999896279266653,0.24727820592088381,0.08650194643266797
Varari,V15,36.39,28.2425,2345.25953125,8.00535741596001,0.20843943450000002,3.6462181245000003,0.55861212775,2.526174656584505,0.25564012675000003,36.5275,28.9,2335.6039275,7.976350365351702,0.162284603,1.95369863775,0.30326941575,1.8218421567752152,0.51705456575,0.0027136031211551417,0.01324254801179489,0.005430609251748703,0.005933978340637073,0.08484084789211134,0.772234149528157,0.51947681174026,1.2054253008992388
Varari,V16,36.5475,28.225,2344.9584885,8.027659459886369,0.1836363385,1.200470768,0.25112055475,1.2889394233280655,0.3089185565,36.5975,28.8675,2339.30751,7.994609012936833,0.1486758305,1.0702695545,0.12591395175,0.8507323707015582,0.27581644,0.0010314686024005702,0.011910924913452301,0.0040368765585537,0.005544187957237637,0.10518529297458322,0.2681313015180378,0.22583282647937147,0.3262642999026293
Varari,V17,36.629999999999995,28.197499999999998,2345.62927475,8.00549266562117,0.20013826875,3.6687100247499997,0.48926421475000004,2.272492396163144,0.25442644825,36.526666666666664,28.903333333333332,2335.4066666666668,7.983720442773668,0.14784437633333333,2.5956917156666663,0.24358760799999998,1.649340416763763,0.22176125833333332,0.0016041609628806958,0.014325167320210122,0.005883297430971461,0.006779977790425243,0.040210068324219764,0.045007600038663914,0.36808829798448517,0.13996716981933946
Varari,V18,36.32,28.3425,2350.87985025,8.003132815723694,0.219570761,4.491727679,0.5581243717500001,2.3397807674377957,1.2862120025,36.4375,28.802500000000002,2352.6217500000002,7.976358971809445,0.169997543,2.779959394,0.35287161675,1.918827232756695,1.24235792075,0.008011889167475814,0.006692647136707362,0.011007758402474931,0.006475622451909514,0.17904429414269712,1.1912069366487537,0.7465236102588101,1.620375903255573
Varari,V19,36.575,28.165,2336.63244825,8.028591535645806,0.18132532925,1.0787254160000002,0.2723366555,1.4380288399306034,0.35505903325,36.5725,28.92,2332.9028455,7.9925960119547526,0.14703175575,0.9303102205,0.1584244365,0.9863723569721792,0.37270267474999996,0.0013648669657868049,0.011154690721009889,0.004534551479525496,0.005493049733371275,0.20762666277908245,0.1997303026012873,0.922973274274469,1.0349025460610024
Varari,V2,36.347500000000004,28.335,2350.71627425,7.990588696433896,0.1972792665,3.32593137175,0.65829689425,3.232506648361251,0.8874301245,36.542500000000004,28.815,2346.84460025,7.966006929877351,0.16280667875,1.911820119,0.38461272925,2.3615419701074907,0.3074244705,0.0025118095027277434,0.013567205984080663,0.0046787944361478175,0.006598030655909957,0.07735912662328281,0.6476671996753083,0.43053501082796364,0.6113550733133759
Varari,V20,36.535,28.305,2328.7855055,8.006862998673318,0.19074751950000002,1.46813996975,0.3531521435,1.7796367995863775,0.27847591075,36.595,28.915,2325.32547025,7.97542242785598,0.15425623924999998,1.36281350475,0.18107418225,1.18029025642953,0.2556545075,0.0015855440347523233,0.014238415251764718,0.006679444627277453,0.006170555148783369,0.05595415153427213,0.10463448282855331,0.4408239703290506,0.5539842548260274
Varari,V3,36.4675,28.285,2355.17410475,7.999015460457805,0.18786498899999998,2.26399907775,0.531605573,2.745190607103375,0.43185102750000004,36.55,28.8375,2348.57690275,7.970871915258636,0.1495807615,1.5768784949999999,0.278325635,1.8342764971021568,0.4423174015,0.002321554411556408,0.012446363141633688,0.004807381981405193,0.007107237606659988,0.16610854382735682,0.6294416996541775,0.4670060536566277,0.4140377237796562
Varari,V4,36.51,28.345,2345.1256635,8.017185161516048,0.18978425524999998,1.6820135834999999,0.5402431400000001,2.5870277382775027,0.55400548225,36.5775,28.8525,2350.21746375,7.987951849886608,0.14257334575,0.97768687875,0.20486879175,1.4477275190421977,0.27671652675,0.0013646803938552343,0.012245241020313317,0.004352944862947349,0.005670946602546283,0.10500535758902584,0.14741166446304027,0.157875816257036,0.4298002019871006
Varari,V5,36.4225,28.285,2351.0927145,8.00733123087945,0.188885612,2.49557079375,0.51901635425,2.53108521046912,0.41533136125000003,36.565,28.8625,2337.9675345,7.982863913151706,0.14587982500000002,1.32967409825,0.2367526665,1.6531200149656082,0.3228309475,0.0012730060662535974,0.013109145111101303,0.006432838483211966,0.005845844443119876,0.1501308245871782,0.5368785595130159,0.4353488797988468,0.4633979228256932
Varari,V6,36.4025,28.3175,2362.90435175,7.997130709591453,0.20268565,4.00505053725,0.61219278825,2.9619420784292827,0.3407284905,36.4825,28.7675,2359.93571425,7.96892748278603,0.164546931,2.9299699745,0.31710453875,1.864856117699136,0.2315471965,0.002886780836104913,0.014863314566645197,0.013375449635321937,0.006588401885662157,0.10003143753628749,0.5430889704612153,0.6100869876454501,0.3236160279302652
Varari,V7,36.3775,28.325,2350.18324325,8.000896779013116,0.2010206465,3.9576941135,0.65222647475,3.1615263193565832,0.40597611775,36.4525,28.9725,2341.45340375,7.967458468723285,0.16452372775000002,3.2701896765,0.307618241,1.8589795921733647,0.2014393105,0.002915088243475749,0.014809182776610202,0.00494852524752637,0.0064403571910543085,0.06971808622587501,0.5802573824666347,0.4784784950601241,0.18086028490611109
Varari,V8,36.4075,28.3375,2349.84303575,7.9858867218054375,0.194976495,3.8764526519999998,0.63788083775,3.0098752768924655,0.3851089105,36.5675,28.97,2342.36522525,7.974848803492579,0.1604167325,2.1683693095,0.2743598665,1.7063900786567807,0.22059614675,0.00245993551077023,0.012464943103395097,0.004781311489711908,0.005834951700019159,0.07057746871670721,0.5105272482574585,0.3575158058480793,0.41978522351484704
Varari,V9,36.4825,28.435000000000002,2352.00076,8.00793096002875,0.18862441175,1.53515838975,0.4182850645,2.0984807100901652,0.324716716,36.572500000000005,29.0825,2340.76039825,7.97488636418586,0.1462278755,1.2095761975,0.1830570665,1.2627015669460873,0.2050696585,0.0011246120882496085,0.009124975163562674,0.004807208273751528,0.006266675873087434,0.07685964186525705,0.18829850455037506,0.33658265919770036,0.2356156651004597
Varari,VSEEP,25.41583333333333,27.7175,2890.7807069166665,7.485217347856191,1.2032166900833334,225.71064294166666,10.56291373875,8.640465433388709,1.9159116150833335,27.421875,28.426875,2758.524264375,7.5501734841375505,1.0394727530625,183.566386647125,8.1370816225,6.478989244819499,1.6090433742499999,0.313307633911043,0.037903020407035165,0.1464287471259336,0.05134350005282576,0.7324546975169552,0.9252116971882681,0.8531845171615737,0.9602765778693315
